2023-03-10,10.877
2023-03-11,10.877
2023-03-12,10.877
2023-03-13,10.877
2023-03-14,10.877
2023-03-15,10.877
2023-03-16,10.877
2023-03-17,10.877
2023-03-18,10.877
2023-03-19,10.877
2023-03-20,10.877
2023-03-21,10.877
2023-03-22,10.877
2023-03-23,10.877
2023-03-24,10.877
2023-03-25,10.877
2023-03-26,10.877
2023-03-27,10.877
2023-03-28,10.877
2023-03-29,10.877
2023-03-30,10.877
2023-03-31,10.877
2023-04-01,10.877
2023-04-02,10.877
2023-04-03,10.877
2023-04-04,10.877
2023-04-05,10.877
2023-04-06,10.877
2023-04-07,10.877
2023-04-08,10.877
2023-04-09,10.877
2023-04-10,10.877
2023-04-11,10.877
2023-04-12,10.877
2023-04-13,10.877
2023-04-14,10.877
2023-04-15,10.877
2023-04-16,10.877
2023-04-17,10.877
2023-04-18,10.877
2023-04-19,10.877
2023-04-20,10.877
2023-04-21,10.877
2023-04-22,10.877
2023-04-23,10.877
2023-04-24,10.877
2023-04-25,10.877
2023-04-26,10.877
2023-04-27,10.877
2023-04-28,10.877
2023-04-29,10.877
2023-04-30,10.877
2023-05-01,10.877
2023-05-02,10.877
2023-05-03,10.877
2023-05-04,11.293
2023-05-05,10.553
2023-05-06,10.553
2023-05-07,10.35
2023-05-08,10.35
2023-05-09,10.35
2023-05-10,10.35
2023-05-11,10.35
2023-05-12,10.35
2023-05-13,10.35
2023-05-14,10.35
2023-05-15,10.35
2023-05-16,10.35
2023-05-17,10.35
2023-05-18,10.35
2023-05-19,10.35
2023-05-20,10.35
2023-05-21,10.35
2023-05-22,10.35
2023-05-23,10.35
2023-05-24,10.35
2023-05-25,10.35
2023-05-26,10.35
2023-05-27,10.35
2023-05-28,10.35
2023-05-29,10.35
2023-05-30,10.35
2023-05-31,10.35
2023-06-01,10.35
2023-06-02,10.35
2023-06-03,10.35
2023-06-04,10.35
2023-06-05,10.35
2023-06-06,10.35
2023-06-07,10.35
2023-06-08,10.35
2023-06-09,10.35
2023-06-10,10.35
2023-06-11,10.35
2023-06-12,10.35
2023-06-13,10.35
2023-06-14,10.35
2023-06-15,10.35
2023-06-16,10.35
2023-06-17,10.35
2023-06-18,10.35
2023-06-19,10.35
2023-06-20,10.35
2023-06-21,10.35
2023-06-22,10.35
2023-06-23,10.35
2023-06-24,10.35
2023-06-25,10.35
2023-06-26,10.35
2023-06-27,10.35
2023-06-28,10.35
2023-06-29,10.463
2023-06-30,10.463
2023-07-01,10.463
2023-07-02,10.463
2023-07-03,10.463
2023-07-04,10.463
2023-07-05,10.463
2023-07-06,10.463
2023-07-07,10.463
2023-07-08,10.463
2023-07-09,10.463
2023-07-10,10.463
2023-07-11,10.463
2023-07-12,10.463
2023-07-13,10.463
2023-07-14,10.463
2023-07-15,10.463
2023-07-16,10.463
2023-07-17,10.463
2023-07-18,10.463
2023-07-19,10.463
2023-07-20,10.463
2023-07-21,10.463
2023-07-22,10.463
2023-07-23,10.463
2023-07-24,10.463
2023-07-25,10.463
2023-07-26,10.463
2023-07-27,10.463
2023-07-28,10.463
2023-07-29,10.463
2023-07-30,10.463
2023-07-31,10.463
2023-08-01,10.463
2023-08-02,10.617
2023-08-03,10.935
2023-08-04,10.935
2023-08-05,10.935
2023-08-06,11.1
2023-08-07,11.1
2023-08-08,11.1
2023-08-09,11.1
2023-08-10,11.1
2023-08-11,11.1
2023-08-12,11.1
2023-08-13,11.1
2023-08-14,11.1
2023-08-15,11.1
2023-08-16,11.1
2023-08-17,11.1
2023-08-18,11.1
2023-08-19,11.1
2023-08-20,11.1
2023-08-21,11.1
2023-08-22,11.1
2023-08-23,11.1
2023-08-24,11.1
2023-08-25,11.1
2023-08-26,11.1
2023-08-27,11.1
2023-08-28,11.1
2023-08-29,11.1
2023-08-30,11.1
2023-08-31,11.1
2023-09-01,11.1
2023-09-02,11.1
2023-09-03,11.1
2023-09-04,11.1
2023-09-05,11.1
2023-09-06,11.1
2023-09-07,11.1
2023-09-08,11.1
2023-09-09,11.1
2023-09-10,11.1
2023-09-11,11.1
2023-09-12,11.1
2023-09-13,11.1
2023-09-14,11.1
2023-09-15,11.1
2023-09-16,11.1
2023-09-17,11.1
2023-09-18,11.1
2023-09-19,11.1
2023-09-20,11.1
2023-09-21,11.1
2023-09-22,11.1
2023-09-23,11.1
2023-09-24,11.1
2023-09-25,11.1
2023-09-26,11.1
2023-09-27,11.1
2023-09-28,11.1
2023-09-29,11.1
2023-09-30,11.1
2023-10-01,11.1
2023-10-02,11.1
2023-10-03,11.1
2023-10-04,11.1
2023-10-05,11.1
2023-10-06,11.1
2023-10-07,11.1
2023-10-08,11.1
2023-10-09,11.1
2023-10-10,11.1
2023-10-11,11.1
2023-10-12,11.122
2023-10-13,11.088
2023-10-14,11.088
2023-10-15,11.088
2023-10-16,11.088
2023-10-17,11.088
2023-10-18,11.088
2023-10-19,11.088
2023-10-20,11.088
2023-10-21,11.088
2023-10-22,11.088
2023-10-23,11.088
2023-10-24,11.088
2023-10-25,11.088
2023-10-26,11.088
2023-10-27,11.088
2023-10-28,11.088
2023-10-29,11.088
2023-10-30,11.088
2023-10-31,11.088
2023-11-01,11.088
2023-11-02,11.088
2023-11-03,11.088
2023-11-04,11.088
2023-11-05,11.088
2023-11-06,11.088
2023-11-07,11.088
2023-11-08,11.526
2023-11-09,11.384
2023-11-10,11.403
2023-11-11,11.403
2023-11-12,11.403
2023-11-13,11.403
2023-11-14,11.403
2023-11-15,11.403
2023-11-16,11.545
2023-11-17,11.545
2023-11-18,11.545
2023-11-19,11.545
2023-11-20,11.545
2023-11-21,11.545
2023-11-22,11.545
2023-11-23,11.545
2023-11-24,11.545
2023-11-25,11.545
2023-11-26,11.545
2023-11-27,11.602
2023-11-28,11.602
2023-11-29,11.602
2023-11-30,11.602
2023-12-01,11.602
2023-12-02,11.602
2023-12-03,11.602
2023-12-04,11.602
2023-12-05,11.602
2023-12-06,11.602
2023-12-07,11.602
2023-12-08,11.602
2023-12-09,11.602
2023-12-10,11.602
2023-12-11,11.602
2023-12-12,11.602
2023-12-13,11.602
2023-12-14,11.813
2023-12-15,11.813
2023-12-16,11.813
2023-12-17,11.813
2023-12-18,11.9
2023-12-19,11.9
2023-12-20,11.9
2023-12-21,11.9
2023-12-22,11.9
2023-12-23,11.9
2023-12-24,11.9
2023-12-25,11.9
2023-12-26,11.9
2023-12-27,11.9
2023-12-28,11.9
2023-12-29,11.9
2023-12-30,11.9
2023-12-31,11.9
2024-01-01,11.9
2024-01-02,11.9
2024-01-03,11.9
2024-01-04,11.9
2024-01-05,11.9
2024-01-06,11.9
2024-01-07,11.9
2024-01-08,11.9
2024-01-09,11.9
2024-01-10,11.936
2024-01-11,11.936
2024-01-12,11.796
2024-01-13,11.796
2024-01-14,11.796
2024-01-15,11.796
2024-01-16,11.796
2024-01-17,11.796
2024-01-18,11.796
2024-01-19,11.796
2024-01-20,11.796
2024-01-21,11.796
2024-01-22,11.796
2024-01-23,11.796
2024-01-24,11.796
2024-01-25,11.796
2024-01-26,11.796
2024-01-27,11.796
2024-01-28,11.796
2024-01-29,11.796
2024-01-30,11.796
2024-01-31,11.796
2024-02-01,11.796
2024-02-02,11.796
2024-02-03,11.796
2024-02-04,11.796
2024-02-05,11.796
2024-02-06,11.796
2024-02-07,11.796
2024-02-08,11.796
2024-02-09,11.796
2024-02-10,11.796
2024-02-11,11.796
2024-02-12,11.796
2024-02-13,11.796
2024-02-14,11.796
2024-02-15,11.796
2024-02-16,11.796
2024-02-17,11.796
2024-02-18,11.796
2024-02-19,11.796
2024-02-20,11.796
2024-02-21,11.796
2024-02-22,12.251
2024-02-23,12.633
2024-02-24,12.633
2024-02-25,12.633
2024-02-26,12.633
2024-02-27,12.706
2024-02-28,12.706
2024-02-29,12.706
2024-03-01,12.706
2024-03-02,12.706
2024-03-03,12.767
2024-03-04,12.823
2024-03-05,12.823
2024-03-06,12.823
2024-03-07,12.823
2024-03-08,12.823
2024-03-09,12.823
2024-03-10,12.823
2024-03-11,12.823
2024-03-12,12.823
2024-03-13,12.823
2024-03-14,12.823
2024-03-15,12.9
2024-03-16,12.9
2024-03-17,12.9
2024-03-18,12.9
2024-03-19,12.9
2024-03-20,12.9
2024-03-21,12.9
2024-03-22,12.9
2024-03-23,12.9
2024-03-24,12.9
2024-03-25,12.9
2024-03-26,12.9
2024-03-27,12.9
2024-03-28,12.9
2024-03-29,12.9
2024-03-30,12.9
2024-03-31,12.9
2024-04-01,12.925
2024-04-02,12.925
2024-04-03,12.925
2024-04-04,12.925
2024-04-05,12.883
2024-04-06,12.883
2024-04-07,12.883
2024-04-08,12.883
2024-04-09,12.883
2024-04-10,12.883
2024-04-11,12.883
2024-04-12,12.883
2024-04-13,12.883
2024-04-14,12.883
2024-04-15,12.883
2024-04-16,12.799
2024-04-17,12.799
2024-04-18,12.799
2024-04-19,12.799
2024-04-20,12.799
2024-04-21,12.799
2024-04-22,12.799
2024-04-23,12.799
2024-04-24,12.799
2024-04-25,12.799
2024-04-26,12.799
2024-04-27,12.799
2024-04-28,12.799
2024-04-29,12.883
2024-04-30,12.883
2024-05-01,12.883
